Filename,Barking,Howling,Crying,COSmoke,GlassBreaking,Other
public_00070,2.332021908912907e-09,4.685901000556214e-09,1.4518577451383408e-08,0.9999995231628418,2.0393302690990822e-07,2.334788149482847e-07
public_00071,8.013020305952523e-06,0.0007067319820635021,0.9992725253105164,5.197376594878733e-06,3.2784274139885383e-07,7.172222012741258e-06
public_00072,6.427256380447943e-07,0.9526041150093079,0.009025742299854755,0.03828800469636917,7.086061668815091e-05,1.070111829903908e-05
public_00073,0.0017037149518728256,0.0008308399701490998,9.182643407257274e-05,2.4073351596598513e-05,0.00041269755456596613,0.9969367980957031
public_00074,0.29658371210098267,0.009543287567794323,0.014981342479586601,4.2146425585087854e-06,0.0003656446060631424,0.6785218119621277
public_00075,7.0824619058385e-08,0.9997361302375793,6.245451368158683e-05,5.26053963767481e-06,0.0001560836681164801,3.987220406997949e-05
public_00076,0.00012150245311204344,0.0008281627669930458,0.9989527463912964,6.610259879380465e-05,2.934994518000167e-05,2.1056118839624105e-06
public_00077,0.003703076858073473,0.5350486636161804,0.00013938482152298093,0.008225850760936737,0.03615058586001396,0.41673240065574646
public_00078,7.223455327221018e-07,7.591320900246501e-05,1.0516628208279144e-05,0.9997884631156921,2.5633955829107435e-06,0.00012185474770376459
public_00079,3.591088898247108e-06,0.9996843338012695,7.148503209464252e-05,2.360744701945805e-06,2.1331446987460367e-05,0.00021690699213650078
public_00080,0.3079040050506592,0.00037136327591724694,0.014599732123315334,0.4253969192504883,0.0018720560474321246,0.2498558759689331
public_00081,3.1053506972966716e-05,8.425008672929835e-06,0.999954342842102,5.010857080378628e-07,8.21040600840206e-07,4.93514971822151e-06
public_00082,1.276414280937388e-07,1.0044004028486597e-07,0.9999978542327881,1.278533456883224e-08,3.900058054284727e-09,1.952344064193312e-06
public_00083,3.4419568692101166e-05,0.00021864446171093732,0.00042605961789377034,0.9993133544921875,2.702332949411357e-06,4.795029326487565e-06
public_00084,1.0247240425087512e-05,0.9800341129302979,0.019484560936689377,0.00022100450587458909,0.00018813270435202867,6.195567402755842e-05
public_00085,0.0005087107419967651,0.007240649778395891,0.10419537872076035,0.05791546031832695,0.20510371029376984,0.6250360608100891
public_00086,2.1346980361158785e-07,0.9999641180038452,2.2281974452198483e-05,1.7761053072717914e-08,1.253113805432804e-05,8.536594009456167e-07
public_00087,0.002955462783575058,6.013833626639098e-05,0.0018911623628810048,0.013120015151798725,0.024004999548196793,0.9579682350158691
public_00088,2.022571788984351e-05,6.411333743017167e-06,1.6215199138969183e-06,3.64537982022739e-08,2.1260180801618844e-05,0.9999504089355469
public_00089,0.0002275113802170381,0.001188964582979679,0.005202612839639187,0.2836349904537201,0.003100296948105097,0.7066456079483032
public_00090,0.0014954362995922565,0.008818360045552254,0.00015345054271165282,9.752807272889186e-06,0.0001162721382570453,0.9894067645072937
public_00091,2.4375442535529146e-06,7.750597433187068e-05,0.0009511774987913668,0.997863233089447,0.0007953800377435982,0.000310356670524925
public_00092,0.00014245379134081304,0.033072877675294876,0.8843640089035034,0.009250208735466003,0.006208519916981459,0.06696191430091858
public_00093,0.0003697836655192077,6.700956873828545e-05,0.0011376378824934363,0.1725943684577942,0.006045741960406303,0.819785475730896
public_00094,3.8047583075240254e-06,2.648470172061934e-06,3.576679591787979e-05,0.9999518394470215,3.910685336450115e-06,2.0346612927824026e-06
public_00095,2.0160719031991903e-06,2.121729721693555e-06,0.999955415725708,3.69269291695673e-05,9.060062211574405e-07,2.4566766114730854e-06
public_00096,0.005495432764291763,0.0003452285018283874,0.00603218050673604,2.6013465685537085e-05,1.5402829376398586e-05,0.9880857467651367
public_00097,0.0016462017083540559,0.000843740301206708,0.0041808863170444965,4.711643487098627e-05,0.0008256095461547375,0.9924564361572266
public_00098,0.0010163612896576524,0.00022994969913270324,0.0005226530483923852,1.195271124743158e-05,8.247913501691073e-05,0.9981366395950317
public_00099,1.8020930383499945e-06,3.2096584618557245e-05,0.9999654293060303,1.843375585508511e-08,3.5871725145852906e-08,7.70167730479443e-07
public_00100,0.993423342704773,0.0002276300947414711,5.408549986896105e-05,0.0016322325682267547,1.9537108528311364e-05,0.004643051419407129
public_00101,7.395767624984728e-06,0.0038237166590988636,0.9961490631103516,1.626072076987839e-07,4.220492428430589e-06,1.546657040307764e-05
public_00102,0.7533490657806396,0.17503225803375244,0.02252725325524807,0.046785663813352585,0.0016847171355038881,0.0006210801075212657
public_00103,0.04487741366028786,0.18292629718780518,0.0034879890736192465,3.0778723157709464e-05,0.0008942336426116526,0.7677832841873169
public_00104,3.208031102985842e-06,0.00031239361851476133,0.00014305587683338672,4.3260661186650395e-05,0.00028111899155192077,0.9992169141769409
public_00105,0.0008928166353143752,0.00021153937268536538,0.002954130759462714,0.0045752618461847305,0.01259132195264101,0.978774905204773
public_00106,5.638076254399493e-05,0.928572952747345,0.07114791125059128,7.7277345553739e-06,0.00019111312576569617,2.3983107894309796e-05
public_00107,0.7350607514381409,0.006634702906012535,0.1682039499282837,0.06977246701717377,0.0082396250218153,0.012088553048670292
public_00108,0.00035507677239365876,0.01705668494105339,0.9489800930023193,9.717679495224729e-05,0.00016507046530023217,0.03334600850939751
public_00109,0.003649994730949402,4.526011980487965e-05,0.0015687370905652642,0.027668561786413193,0.007434692233800888,0.9596328139305115
public_00110,6.129225948825479e-05,0.7097318172454834,0.0039659286849200726,0.0007764078327454627,0.000609539682045579,0.2848550081253052
public_00111,0.00017464591655880213,0.011393722146749496,0.018783828243613243,0.0014935842482373118,0.003139589447528124,0.965014636516571
public_00112,0.00044065475231036544,0.5013107657432556,0.3256261348724365,0.007228450383991003,0.007710052654147148,0.15768390893936157
public_00113,3.422587491197504e-10,2.748896577031701e-08,1.2477015332024166e-07,0.9999998807907104,3.769132206343784e-08,2.498986129140235e-09
public_00114,9.039373138897133e-10,2.763273165840019e-08,8.258426476004388e-08,0.9999996423721313,9.754943874895616e-08,1.0360461999425752e-07
public_00115,6.505870715045603e-06,0.9991274476051331,4.724866448668763e-05,1.198743575514527e-06,0.0002771951840259135,0.0005404003313742578
public_00116,3.8978876546025276e-05,0.004512672778218985,0.9953112006187439,0.00013172495528124273,2.054429160125437e-06,3.3942369555006735e-06
public_00117,9.809516632230952e-05,0.0006111974944360554,0.0024835574440658092,0.004394331015646458,0.08237144351005554,0.9100413918495178
public_00118,6.934413249837235e-05,0.00019305461319163442,0.000483155541587621,0.00016771834634710103,0.0002642851322889328,0.9988223910331726
public_00119,6.746424332959577e-05,0.0025183428078889847,0.9968269467353821,1.8894884306064341e-06,1.0926863069471437e-05,0.0005744318477809429
public_00120,0.7083920836448669,0.001011220389045775,0.022163527086377144,6.881290028104559e-05,0.00017547690367791802,0.26818886399269104
public_00121,1.2350157021501218e-06,1.2827695172745734e-05,0.9999852180480957,7.049518302437718e-08,3.7562543298008677e-07,1.8499680720651668e-07
public_00122,5.836658601765521e-05,0.9928141236305237,0.0018468373455107212,3.822480721282773e-05,0.00012027814955217764,0.005122191738337278
public_00123,0.8373560905456543,0.0014773779548704624,0.04300129786133766,0.10810968279838562,0.003020867705345154,0.007034668233245611
public_00124,0.993388295173645,0.0011203394969925284,6.692286842735484e-05,0.0014259808231145144,0.003994826693087816,3.595297584979562e-06
public_00125,4.55287454315112e-06,3.5355139971215976e-06,2.8465060495364014e-06,1.9422289199155784e-07,3.65625510312384e-06,0.9999852180480957
public_00126,0.16418875753879547,3.257572461734526e-05,0.007802640087902546,0.0003625946119427681,0.002342029009014368,0.8252713680267334
public_00127,0.00016093040176201612,0.004678549710661173,0.0015415225643664598,0.10996512323617935,0.0016319731948897243,0.8820219039916992
public_00128,0.9805339574813843,0.00012410912313498557,0.005785602610558271,0.0003072726249229163,0.0027026173193007708,0.010546432808041573
public_00129,0.00032220780849456787,0.0001616524823475629,0.00042703840881586075,0.2956134080886841,0.007453977130353451,0.6960216760635376
public_00130,3.2629595807520673e-06,0.9968326687812805,0.00028218590887263417,1.8887263877331861e-06,4.261690628482029e-05,0.002837325679138303
public_00131,9.312844667874742e-06,0.0006941593601368368,3.0655857699457556e-05,8.893347512639593e-06,8.103912477963604e-06,0.9992488026618958
public_00132,0.34290212392807007,0.021603751927614212,0.09355726838111877,0.16671907901763916,0.009251365438103676,0.3659663796424866
public_00133,5.145759818248052e-09,0.9999997615814209,1.2222140632900391e-08,7.679288871464962e-10,2.196925379394088e-07,4.4952734867820254e-08
public_00134,9.16405042516999e-06,3.1187321383185918e-06,0.9999860525131226,5.096247264191334e-07,3.536155759320536e-07,7.895916951383697e-07
public_00135,3.3180692753376206e-06,0.9999709129333496,1.1850029295601416e-05,2.6182210177694287e-08,9.482211680733599e-06,4.426310169947101e-06
public_00136,2.7665293600875884e-05,0.01059284433722496,1.7779577319743112e-05,5.108105142426211e-06,4.799199814442545e-05,0.9893085956573486
public_00137,0.0014892967883497477,0.0005356934852898121,0.006547174882143736,0.006363602355122566,0.015139657072722912,0.9699245691299438
public_00138,7.335482678172411e-06,0.4142596125602722,0.015901530161499977,0.5568720698356628,0.00014133546210359782,0.012818076647818089
public_00139,6.325811341412191e-08,0.0060648792423307896,0.0004168513114564121,0.9913285374641418,0.001685496186837554,0.0005041462718509138
public_00140,1.5241661799336725e-07,9.331492037745193e-06,2.1306325947989535e-07,1.203246824843518e-06,3.899828698195051e-06,0.9999852180480957
public_00141,1.6398722436861135e-05,0.0004245094314683229,0.00017205352196469903,9.08078709471738e-06,2.4761922759353183e-05,0.9993532299995422
public_00142,1.5707251804997213e-05,0.023975919932127,0.004262746777385473,0.7141717076301575,0.009586348198354244,0.2479875087738037
public_00143,0.00022946535318624228,0.00399209326133132,0.9952831864356995,0.0001796998840291053,3.543772254488431e-05,0.00027997384313493967
public_00144,0.00013561156811192632,0.32740768790245056,0.5939026474952698,0.00524452980607748,0.0008250940591096878,0.07248445600271225
public_00145,4.937662652082508e-07,0.9998916387557983,1.3367744031711482e-06,8.738145851339141e-08,2.6690446475186036e-07,0.00010615567589411512
public_00146,0.009871172718703747,0.673025906085968,0.27398020029067993,0.0001715618564048782,0.0022043699864298105,0.04074687138199806
public_00147,0.00032286308123730123,0.0015352853806689382,0.016687432304024696,0.9741986393928528,9.543314081383869e-05,0.007160315755754709
public_00148,2.5594465114409104e-05,0.004708779975771904,0.9951157569885254,3.1984034194465494e-06,6.759458301530685e-06,0.00013981360825709999
public_00149,1.0030977364294813e-06,0.9995369911193848,0.00018062150047626346,1.0946062502625864e-05,1.6511155990883708e-05,0.00025397297577001154
public_00150,0.0005286791129037738,0.06740405410528183,0.022834086790680885,0.0020506700966507196,0.0004399235767778009,0.9067426323890686
public_00151,0.0001983707188628614,0.0009522897889837623,0.9873091578483582,0.0023740814067423344,0.009144729003310204,2.1264999304548837e-05
public_00152,0.15643927454948425,0.0009368230821564794,0.0021951799280941486,0.00010521364310989156,0.00013091151777189225,0.8401926159858704
public_00153,3.242907609113388e-10,2.826756051454993e-10,9.025029612530489e-09,0.9999998807907104,5.96418203713256e-08,4.182197255175879e-09
public_00154,7.249685722854338e-07,0.9999827146530151,8.679278380441247e-07,3.9871824952797397e-08,1.745829308674729e-06,1.3956535440229345e-05
public_00155,1.0116789781022817e-05,0.00019276898819953203,0.0009725502459332347,0.9066700339317322,0.0004995788331143558,0.09165499359369278
public_00156,0.00020502920961007476,0.035091057419776917,0.00037031827378086746,0.9434254765510559,0.00011829796858364716,0.020789859816432
public_00157,0.0002916660741902888,0.0937255248427391,0.0024357798974961042,0.0002248713281005621,0.0020228654611855745,0.9012992978096008
public_00158,0.0010003241477534175,0.3685653507709503,0.18366947770118713,0.001860308926552534,0.0001308879000134766,0.4447736442089081
public_00159,1.4432607997605373e-07,2.3097393295756774e-06,3.1235188089340227e-06,0.9999861717224121,4.639688540919451e-06,3.5593275242717937e-06
public_00160,0.0016579435905441642,3.905043195118196e-05,0.00047360139433294535,1.541169149277266e-05,4.390754838823341e-05,0.9977700710296631
public_00161,2.8796509621287214e-10,3.834345729814004e-09,1.5913981599169347e-07,0.9999997615814209,1.5410553544370487e-07,2.5148233717686708e-08
public_00162,0.050494953989982605,0.0003225464024581015,0.0063703181222081184,0.3294644057750702,0.004208712372928858,0.6091390252113342
public_00163,0.4592520594596863,0.12071152031421661,0.07662182301282883,5.660433544107946e-06,0.21109221875667572,0.13231681287288666
public_00164,0.00017903708794619888,7.601264951517805e-05,1.8542446866831597e-07,2.3324608378061384e-07,2.400688003945106e-07,0.9997442364692688
public_00165,1.7591910363989882e-05,0.15303093194961548,0.020891545340418816,0.7222505807876587,0.0013847412774339318,0.10242461413145065
public_00166,0.9885934591293335,0.0009173755533993244,0.009790207259356976,3.299142554169521e-05,0.00041283201426267624,0.00025313516380265355
public_00167,1.0510684660403058e-06,0.9999760389328003,9.604003025742713e-06,4.422016175453791e-08,1.6228733556999941e-06,1.1551917850738391e-05
public_00168,0.00539094302803278,0.0026538604870438576,0.005814042873680592,0.03903472423553467,0.18165408074855804,0.7654523849487305
public_00169,0.0002813674509525299,0.9839810729026794,0.00012381674605421722,0.0009138219757005572,0.001443627756088972,0.013256269507110119
public_00170,1.0461754840207504e-07,0.9999405145645142,8.024419912544545e-06,1.6602352843619883e-06,1.553651600261219e-05,3.4199525543954223e-05
public_00171,2.2147722120280378e-05,0.0005497731035575271,0.031769007444381714,0.30534398555755615,0.015092396177351475,0.6472226977348328
public_00172,4.198911938146921e-06,6.316301437436778e-07,0.9999948740005493,3.2164557239866554e-08,2.9143844670898034e-08,2.2291969514753873e-07
public_00173,0.0011436616769060493,0.005018199328333139,0.0010204403661191463,5.5437169066863135e-05,4.425615043146536e-05,0.992717981338501
public_00174,0.00014340376947075129,0.006623655557632446,0.9930657148361206,7.314924005186185e-05,3.212396677554352e-06,9.07770954654552e-05
public_00175,7.680815627963966e-08,3.7842316942260368e-06,2.4015419057832332e-06,2.1537734937737696e-06,8.689355013302702e-08,0.9999915361404419
public_00176,4.503616310103098e-06,0.9999847412109375,1.3409351140580839e-06,6.266268059995639e-10,3.253152044635499e-06,6.190624390001176e-06
public_00177,0.002598076593130827,0.0006714840419590473,0.9950854182243347,0.0016056440072134137,1.5685531252529472e-05,2.364921419939492e-05
public_00178,4.952681251779723e-07,0.9999780654907227,1.9314336896059103e-05,4.7580712703165773e-07,1.3226359669715748e-06,3.2788213388812437e-07
public_00179,1.8678284732231987e-06,1.0536734407651238e-05,4.257524051354267e-05,0.9980477094650269,0.0001396137522533536,0.0017577694961801171
public_00180,0.0001896112080430612,0.9975548386573792,0.0010789136867970228,0.00019901183259207755,0.0007663280703127384,0.00021136246505193412
public_00181,1.0891022839132347e-06,8.887710464478005e-06,1.0953944183711428e-05,1.3633449036376533e-08,8.459463174403936e-07,0.9999781847000122
public_00182,0.011741130612790585,4.9431931984145194e-05,0.0005370108992792666,0.00017621609731577337,0.00047446737880818546,0.9870217442512512
public_00183,0.0009743185946717858,0.9696085453033447,0.0008653002441860735,7.154668855946511e-05,0.0001310223451582715,0.028349310159683228
public_00184,8.005669087651768e-07,5.022126060794108e-06,0.9996596574783325,0.0003339385148137808,3.0663838401778776e-07,2.3800784276772902e-07
public_00185,1.1959693893004442e-06,0.9997351765632629,1.6369358490919694e-05,0.0002425727288937196,1.4830153531875112e-06,3.3932801670744084e-06
public_00186,5.671489589076373e-07,0.0003224500105716288,0.0003773918142542243,0.9991828799247742,5.415227496996522e-05,6.25454485998489e-05
public_00187,3.600042930429481e-07,7.637491762579884e-06,2.6316872663301183e-06,0.9999892711639404,5.7218148441506855e-08,1.493798720275663e-07
public_00188,0.00630860636010766,0.5480325222015381,0.3819446265697479,0.002953156130388379,0.005653453059494495,0.05510778725147247
public_00189,2.3200926079880446e-05,7.954323336889502e-06,0.9999614953994751,2.066941306111403e-06,3.2706238926039077e-06,2.117461235684459e-06
public_00190,5.7805814321909565e-06,0.0016686486778780818,4.1921022784663364e-05,0.9603756666183472,0.037371858954429626,0.0005360407521948218
public_00191,1.895121022243984e-05,0.9934158325195312,0.00013407359074335545,2.8799629490094958e-06,4.623346831067465e-05,0.006382105406373739
public_00192,5.187908755033277e-06,0.8520399928092957,0.00011445119162090123,0.1467660814523697,0.00044575758511200547,0.0006285694544203579
public_00193,0.01768733188509941,0.7114385366439819,0.07093729823827744,0.1064099594950676,0.0014847454149276018,0.09204217046499252
public_00194,6.358756218105555e-05,0.63275545835495,0.0007247267058119178,0.351873517036438,0.006516438443213701,0.008066289126873016
public_00195,0.026676146313548088,0.1178012564778328,0.007036425638943911,0.000842659268528223,0.0007351921522058547,0.8469082713127136
public_00196,4.348560469225049e-05,0.987711489200592,0.007014303468167782,6.737916010024492e-06,0.000306725618429482,0.004917380400002003
public_00197,1.1970184843335119e-08,1.3284335409480263e-07,2.3038066956360126e-06,1.8660674641068908e-06,2.831214624166023e-05,0.9999673366546631
public_00198,4.152979727223283e-06,0.9999780654907227,8.523359610990155e-06,7.814282980689313e-07,4.808906396647217e-06,3.5811440284305718e-06
public_00199,0.3171450197696686,0.0037165831308811903,0.6519144177436829,0.0006618335610255599,2.6055480702780187e-05,0.02653609961271286
public_00200,0.0021487222984433174,0.0024769336450845003,0.9946755170822144,8.503046046826057e-06,0.0006633494049310684,2.6887437343248166e-05
public_00201,1.2692986501861014e-06,0.9996532201766968,5.142836926097516e-06,3.0841001716908067e-06,6.81379169691354e-05,0.0002690792898647487
public_00202,1.1450133570178878e-05,0.0001724766188999638,0.9990648627281189,0.00048240183969028294,0.00020310292893555015,6.589888653252274e-05
public_00203,0.0010071470169350505,0.0003298936353530735,0.00029123981948941946,0.996743381023407,0.00015471407095901668,0.001473648939281702
public_00204,6.4160176407312974e-06,0.00010444665531395003,0.000606437330134213,0.0008299809414893389,0.0018631370039656758,0.9965895414352417
public_00205,0.0004921180661767721,0.0038392976857721806,0.9926062822341919,0.0030434029176831245,1.6538482668693177e-05,2.3457585029973416e-06
public_00206,5.287905082695943e-07,2.2623878521699226e-06,7.560238827863941e-06,0.9999785423278809,1.3045896594121587e-06,9.800541192817036e-06
public_00207,0.00016636405780445784,0.9667482376098633,0.0018323633121326566,0.0009403197327628732,0.0017248856602236629,0.028587767854332924
public_00208,0.007772582583129406,0.00013044063234701753,0.0011454406194388866,0.0096579072996974,0.005714369006454945,0.9755792617797852
public_00209,0.42389050126075745,0.002445417921990156,0.03446785360574722,0.0003483198524918407,0.5067147016525269,0.032133202999830246
public_00210,4.8454163334099576e-05,0.9976646900177002,0.0018114427803084254,5.878344495613419e-07,1.798535777197685e-05,0.0004569168377202004
public_00211,5.396382766775787e-05,0.0006289093871600926,0.02627577818930149,0.9723657369613647,0.0006276040803641081,4.794125197804533e-05
